PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
J,"Manninen, AM; Laatikainen, T; Holopainen, T",,,,"Manninen, AM; Laatikainen, T; Holopainen, T",,,Condition of Scots pine fine roots and mycorrhiza after fungicide application and low-level ozone exposure in a 2-year field experiment,TREES-STRUCTURE AND FUNCTION,,,English,Article,,,,,,fungicides; ozone exposure; Scots pine; fine root condition; mycorrhiza,RED OAK SEEDLINGS; CARBON ALLOCATION; SULFUR-DIOXIDE; FUNGAL BIOMASS; LOBLOLLY-PINE; GROWTH; INFECTION; ERGOSTEROL; SPRUCE; TREES,"In a 2-year experiment at an open-air ozone fumigation field, the effects of fungicide application and low-level ozone exposure, single and combined, on fine root and mycorrhiza condition of Scots pine (Pinus sylvestris) seedlings were studied. Two different fungicides, copper oxychloride and propiconazole, with different modes of actions, were used. Propiconazole treatment reduced mycorrhizal infection in both years while copper oxychloride treatment and ozone exposure slightly stimulated mycorrhizal infection after the first year. Different mycorrhizal morphotypes showed different kinds of responses to the two fungicides. Light brown morphotype appeared to be the most sensitive one to propiconazole treatment. After the second year, ectendomycorrhizas disappeared in propiconazole treatment while in control treatment ectendomycorrhizas formed the majority of the light brown morphotype. The root biomass was not affected by fungicide treatments, but ozone exposure increased the total amount of short roots and the fresh weight of propiconazole treated roots. No significant differences in the concentrations of ergosterol, starch and total phenolics in pine roots between treatments were found. However, ergosterol concentration correlated positively with the mycorrhizal infection level. Both fungicides reduced the soil respiration compared to controls. At the ultrastructural level, both fungicides caused increased transparency and gradual granulation and degeneration of cytoplasm in the fungal symbiont of mycorrhizal short roots. Slightly elevated ozone did not have harmful effects on root ultrastructure. These results suggest that fungicides have deleterious effects on the quantity and quality of mycorrhizas in Scots pine roots and also side-effects on non-target soil fungi. Some of these deleterious effects were noticeable only at the ultrastructural level.","Univ Kuopio, Dept Ecol & Environm Sci, FIN-70211 Kuopio, Finland","Manninen, AM (reprint author), Univ Kuopio, Dept Ecol & Environm Sci, POB 1627, FIN-70211 Kuopio, Finland.",Anne-Marja.Manninen@uku.fi,,,,,,45,26,29,0,8,SPRINGER HEIDELBERG,HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",0931-1890,1432-2285,,TREES-STRUCT FUNCT,Trees-Struct. Funct.,MAY,1998,12,6,,,,,347,355,,10.1007/s004680050161,,,9,Forestry,Forestry,ZN198,WOS:000073619700005,,,,,10/31/19
J,"Ludwig, B; Khanna, PK; Raison, RJ; Jacobsen, KL",,,,"Ludwig, B; Khanna, PK; Raison, RJ; Jacobsen, KL",,,Modelling cation composition of soil extracts under ashbeds following an intense slashfire in a eucalypt forest,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,cation exchange; equilibrium model; Eucalyptus; fire; organic matter; woodash; titration,CHEMISTRY; FIRE,"Following an intense slashfire in clearfelled mixed-species Eucalyptus forest, soils under ashbeds were collected 1 day, 2 yrs and 4 yrs afterwards. The amount of salt-extractable cations was measured, as well as the chemical composition of equilibrium soil extracts obtained from sequential batch experiments. A model of coupled equilibria which included solubility of sparingly soluble salts, multiple cation exchange and inorganic complexation was used to describe the observed soil chemical changes. Fire caused large increases in the salt-extractable and soluble cations in the surface (0-2.5 cm) soil in ashbeds, but this decreased with time after fire. The model adequately described the temporal changes in the sorption of Na, K, Mg and Ca from the batch experiments using surface soil. The concentration of Ca measured in the equilibrium extracts indicated that sparingly soluble Ca compounds in the ash were controlling the solubility of Ca until at least 4 yrs after slash fire. Changes in the concentration of Ca and Mg could be described by including solubility product principles in the model. The modelling results suggested that the nature of sparingly soluble salts in the ash changed from a relatively soluble magnesian calcite 1 day after the fire to an insoluble magnesian calcite (or calcite) after 4 yrs. Soil organic C increased after the fire, but this was not reflected in any change in the cation exchange capacity of the soil. It is suggested that the measured increase in organic C was mainly due to the progressive inclusion of more decomposing fine root fragments in the sieved (< 5 mm) soil with time after intense heating of soil under the ashbeds. This fraction of organic matter although increasing total soil C content, added little to active exchange sites. (C) 1998 Published by Elsevier Science B.V.","Univ Gottingen, Inst Soil Sci & Forest Nutr, D-37077 Gottingen, Germany; CSIRO, Div Forestry & Forest Prod, Canberra, ACT 2600, Australia","Ludwig, B (reprint author), Univ Gottingen, Inst Soil Sci & Forest Nutr, Busgenweg 2, D-37077 Gottingen, Germany.",bludwig@gwdg.de,"Raison, Robert/E-5431-2011; Brilhante, Jackson/F-5783-2016",,,,,24,25,26,0,0,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,6-Apr,1998,103,1,,,,,9,20,,10.1016/S0378-1127(97)00173-4,,,12,Forestry,Forestry,ZE182,WOS:000072766400002,,,,,10/31/19
J,"Ryyppo, A; Repo, T; Vapaavuori, E",,,,"Ryyppo, A; Repo, T; Vapaavuori, E",,,Development of freezing tolerance in roots and shoots of Scots pine seedlings at nonfreezing temperatures,CANADIAN JOURNAL OF FOREST RESEARCH-REVUE CANADIENNE DE RECHERCHE FORESTIERE,,,English,Article,,,,,,,WHITE SPRUCE SEEDLINGS; MEMBRANE H+-ATPASE; ONION BULB CELLS; PLASMA-MEMBRANE; COLD-ACCLIMATION; FROST HARDINESS; NORWAY SPRUCE; INJURY; PHOTOPERIOD; SYLVESTRIS,"The hardening of hydroponically cultured Scots pine (Pinus sylvestris L.) seedlings and their recovery after freezing was studied at the end of the second growing season (LD), after 3 weeks of shea day treatment (SD), after a gradual decrease in temperature to 5 degrees C over 4 weeks (H1), and after 4 weeks at 5 degrees C (H2). Frost hardiness was determined by several methods and the recovery as survival of the seedlings. The highest frost hardiness was achieved in the distal parts of needles (-21 to -27 degrees C) and in the proximal parts of needles (-18 to -250C), followed by woody roots (-7 to -9 degrees C), the 1-year-old and current stem (-8 degrees C), and the fine roots (-5 degrees C), all at the end of H2. Hardening of needles was induced by SD, but the stem and woody roots started to harden later, as a response to low temperature. As a result of frost treatment during LD and SD, potential plasma membrane H+-ATPase activity of roots decreased as electrolyte leakage increased and extracellular resistance decreased, but this relationship was lost during H1 and H2. The present study demonstrates the lack of hardening capacity in the fine roots of Scots pine seedlings at nonfreezing temperatures and the increased mortality of the young seedlings having frost damage on roots.","Finnish Forest Res Inst, Suonenjoki Res Stn, FIN-77600 Suonenjoki, Finland; Univ Joensuu, Fac Forestry, FIN-80101 Joensuu, Finland","Ryyppo, A (reprint author), Finnish Forest Res Inst, Suonenjoki Res Stn, Juntintie 40, FIN-77600 Suonenjoki, Finland.",Aija.Ryyppo@Metla.Fi; Tapani.Repo@Forest.Joensuu.Fi; Elina.Vapaavuori@Metla.Fi,,,,,,46,42,56,0,5,NATL RESEARCH COUNCIL CANADA,OTTAWA,"RESEARCH JOURNALS, MONTREAL RD, OTTAWA, ONTARIO K1A 0R6, CANADA",0045-5067,,,CAN J FOREST RES,Can. J. For. Res.-Rev. Can. Rech. For.,APR,1998,28,4,,,,,557,565,,10.1139/cjfr-28-4-557,,,9,Forestry,Forestry,ZZ264,WOS:000074712000007,,,,,10/31/19
J,"Matthies, D",,,,"Matthies, D",,,Influence of the host on growth and biomass allocation in the two facultative root hemiparasites Odontites vulgaris and Euphrasia minima,FLORA,,,English,Article,,,,,,biomass allocation; host damage; parasitic plant; reproductive allocation; root-shoot ratio,MELAMPYRUM-ARVENSE; SCROPHULARIACEAE; COMPETITION; PLANTS,"Growth, reproduction and biomass allocation were investigated in the facultative root hemiparasites Odontites vulgaris and Euphrasia minima grown without a host and with the grass Lolium perenne or the legume Medicago sativa as hosts. In addition, the hosts were grown without parasites to analyze the effects of parasitization on host biomass and allocation. Odontites vulgaris attached to the legume and E. minima attached to the grass produced more leaves and flowers and accumulated more biomass than unattached parasites. In contrast, the biomass of O. vulgaris grown with the grass and that of E. minima grown with the legume as host did not differ from that of unattached parasites. Odontites vulgaris attached to the grass were taller and invested relatively more biomass into stems and less into leaves than parasites without a host or with the legume as host. In contrast, reproductive allocation was highest and root allocation lowest in O. vulgaris attached to the legume. Euphrasia minima attached to a host invested more into reproduction than unattached parasites. The two hemiparasites differed in their effects on the hosts. While E. minima had no negative effects on host growth, O. vulgaris reduced the biomass of both host species and also reduced total productivity per pot (parasite + host). Legumes parasitized by O. vulgaris allocated a lower proportion of total biomass to roots than unparasitized plants.","Univ Zurich, Inst Umweltwissensch, CH-8057 Zurich, Switzerland; Univ Basel, Inst Bot, CH-4056 Basel, Switzerland","Matthies, D (reprint author), Univ Zurich, Inst Umweltwissensch, Winterthurerstr 190, CH-8057 Zurich, Switzerland.",,,"Matthies, Diethart/0000-0003-2439-0501",,,,34,24,25,2,18,GUSTAV FISCHER VERLAG,JENA,"VILLENGANG 2, D-07745 JENA, GERMANY",0367-2530,,,FLORA,Flora,APR,1998,193,2,,,,,187,193,,10.1016/S0367-2530(17)30838-1,,,7,Plant Sciences; Ecology,Plant Sciences; Environmental Sciences & Ecology,ZH833,WOS:000073152100008,,,,,10/31/19
J,"Thomas, LK",,,,"Thomas, LK",,,"Topographic alterations, forest structure, and invasion by English ivy (Hedera helix L.) in the Rock Creek floodplain, Washington, DC",NATURAL AREAS JOURNAL,,,English,Article,,,,,,English ivy; exotic species; floodplain; forest structure; human disturbance,,"Topographic alteration may encourage invasion of the exotic species English ivy (Hedera helix L.) in floodplain forest. To test that hypothesis, I designated 16 sampling stations on the floodplain of Rock Creek Park in Washington, D.C. Eight of the stations were on the spoil ridge that resulted from construction of a sewer line in 1927 (median height = 22 cm). In 1983 the ground layer of half of each station on the spoil ridge and on the ""flat"" near the ridge were dominated by English ivy; other stations were ivy-free. By 1989 English ivy had invaded four of the ivy-free stations. This increase in ivy abundance was not statistically significant on the ""flat"" but was significant (chi(2) (Y, ldf,) p<0.1) on the ridge. There was no significant difference (chi(2) (Y, ldf,) p>0.1) between ivy rooting depth on the sewer ridge and on the flat, indicating that good soil conditions were present in both places. Basal area of the trees dominating the sites differed: the ""flat"" had 69 m(2) ha(-1) while the spoil ridge had 59 m(2) ha(-1). The results support the hypothesis that a slight alteration of topography influences patterns of invasion by English ivy.","Natl Pk Serv, Greenbelt, MD 20770 USA","Thomas, LK (reprint author), Natl Pk Serv, Baltimore Washington Pkwy,6565 Greenbelt Rd, Greenbelt, MD 20770 USA.",,,,,,,20,6,7,1,25,NATURAL AREAS ASSOCIATION,ROCKFORD,"320 SOUTH THIRD STREET, ROCKFORD, IL 61104 USA",0885-8608,,,NAT AREA J,Nat. Areas J.,APR,1998,18,2,,,,,164,168,,,,,5,Ecology; Forestry,Environmental Sciences & Ecology; Forestry,ZL994,WOS:000073494200006,,,,,10/31/19
J,"Dunstan, WA; Malajczuk, N; Dell, B",,,,"Dunstan, WA; Malajczuk, N; Dell, B",,,Effects of bacteria on mycorrhizal development and growth of container grown Eucalyptus diversicolor F. Muell. seedlings,PLANT AND SOIL,,,English,Article,,,,,,ectomycorrhizas; Eucalyptus diversicolor; Laccaria; Mycorrhization helper bacteria; plant growth promoting rhizobacteria,ECTOMYCORRHIZAL FUNGI; HELPER BACTERIA; DOUGLAS-FIR; LACCARIA-LACCATA; PINUS-RADIATA; HOST SPECIFICITY; SOIL FUMIGATION; GLOBULUS LABILL; INOCULATION; SYMBIOSIS,"The development of ectomycorrhizas on inoculated eucalypt seedlings in commercial nurseries is often slow so that only a small percentage of roots are mycorrhizal at the time of outplanting. If mycorrhizal formation could be enhanced by co-inoculation with bacteria which promote rapid root colonisation by specific ectomycorrhizal fungi, as demonstrated by certain bacteria in the Douglas fir-laccaria bicolor association, this would be of advantage to the eucalypt forest industry. Two bacterial isolates with a demonstrated Mycorrhization Helper Bacteria (MHB) effect on ectomycorrhiza formation between Pseudotsuga menziesii and Laccaria bicolor (S238), and seven Western Australian bacterial isolates from Laccaria fraterna sporocarps or ectomycorrhizas were tested in isolation for their effect on ectomycorrhizal development by three Laccaria spp. with Eucalyptus diversicolor seedlings. Mycorrhizal formation by L. fraterna (E710) as measured by percentage infected root tips, increased significantly (p < 0.05) by up to 296% in treatments coinoculated with MHB isolates from France (Pseudomonas fluorescens Bbc6 or Bacillus subtilis MB3), or indigenous isolates (Bacillus sp. Elf28 or a pseudomonad Elf29). In treatments coinoculated with L. laccata (E766) and the MHB isolate I! fluorescens (Bbc6) mycorrhizal development was significantly inhibited (p < 0.05). A significant Plant Growth Promoting Rhizobacteria (PGPR) effect was observed where the mean shoot d.w. of seedlings inoculated only with an unidentified bacterium (Elf21), was 49% greater than the mean of uninoculated controls (-fungus, -bacterium). Mean shoot d.w. of seedlings coinoculated with L. bicolor (S-238), which did not form ectomycorrhizas with E. diversicolor; and an unidentified bacterium (Slf14) or Bacillus sp. (Elf28) were significantly higher than uninoculated seedlings or seedlings inoculated with L. bicolor (S-238) alone. This is the first time that an MHB effect has been demonstrated in a eucalypt-ectomycorrhizal fungus association. These organisms have the potential to improve ectomycorrhizal development on eucalypts under nursery conditions and this is particularly important for fast growing eucalypt species where the retention time of seedlings in the nursery is of short duration (2-3 months).","Murdoch Univ, Sch Biol Sci, Perth, WA 6150, Australia","Dell, B (reprint author), Murdoch Univ, Sch Biol Sci, Perth, WA 6150, Australia.",,,"Dell, Bernard/0000-0001-8623-6425",,,,36,36,44,1,14,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,APR,1998,201,2,,,,,241,249,,10.1023/A:1004329626763,,,9,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,114AW,WOS:000075587800009,,,,,10/31/19
J,"Makkonen, K; Helmisaari, HS",,,,"Makkonen, K; Helmisaari, HS",,,Seasonal and yearly variations of fine-root biomass and necromass in a Scots pine (Pinus sylvestris L) stand,FOREST ECOLOGY AND MANAGEMENT,,,English,Article,,,,,,biomass; fine-root; Pinus; Scots pine; seasonal variation,ABIES-AMABILIS STANDS; FOREST ECOSYSTEMS; ORGANIC-MATTER; YOUNG; PRODUCTIVITY; WASHINGTON; DYNAMICS; GROWTH,"Seasonal variations of the Scots pine (Pinus sylvestris L.), dwarf shrub and grass fine-root biomass and necromass were studied in a pole stage Scots pine stand in eastern Finland during three successive growing seasons. The biomass of Scots pine fine roots varied annually and seasonally in the humus layer between 19 +/- 5 g m(-2) to 139 +/- 22 g m(-2), in the upper mineral soil layer between 90 +/- 14 g m(-2) to 279 +/- 0 g m(-2), and in the lower mineral soil layer between 68 +/- 17 g m(-2) to 217 +/- 73 g m(-2). The seasonal minimum and maximum of understory vegetation fine-root biomass were in the humus layer 35 +/- 6 g m(-2) and 235 +/- 42 g m(-2), in the upper mineral soil layer 26 +/- 0 g m(-2) and 165 +/- 0 g m(-2), and in the lower mineral soil layer 14 +/- 0 g m(-2) and 36 +/- 5 g m(-2). The seasonal fine-root necromass varied in the humus layer from 2 +/- 0 g m(-2) to 1398 +/- 236 g m(-2), in the upper mineral soil layer from 86 +/- 0 g m(-2) to 1267 +/- 366 g m(-2), and in the lower mineral soil layer from 8 +/- 0 g m(-2) to 753 +/- 306 g m(-2). The major part of the living Scots pine fine roots (62%) was in the mineral soil immediately below the humus layer, but almost all dwarf shrub roots and grass roots were in the humus and in the upper mineral soil layers. Most dead fine roots (82%) were in the humus layer and in the uppermost mineral soil layer. The variations of Scots pine fine-root biomass, dwarf shrub and grass fine-root biomass and necromass did not show a distinct and clear pattern within any growing season although there were significant differences between the same month during different growing seasons. Some of the observed variations could be explained by climatic factors related to drought. (C) 1998 Elsevier Science B.V.","Finnish Forest Res Inst, Vantaa Res Ctr, FIN-01301 Vantaa, Finland","Makkonen, K (reprint author), Finnish Forest Res Inst, Vantaa Res Ctr, POB 18, FIN-01301 Vantaa, Finland.",kirsi.makkonen@metla.fi,,"Contreras, Jose Luis/0000-0002-8179-3430",,,,34,98,107,3,23,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0378-1127,,,FOREST ECOL MANAG,For. Ecol. Manage.,23-Mar,1998,102,3-Feb,,,,,283,290,,10.1016/S0378-1127(97)00169-2,,,8,Forestry,Forestry,ZD021,WOS:000072642900018,,,,,10/31/19
J,"Frioni, L; Malates, D; Irigoyen, I; Dodera, R",,,,"Frioni, L; Malates, D; Irigoyen, I; Dodera, R",,,Promiscuity for nodulation and effectivity in the N-2-fixing legume tree Acacia caven in Uruguay,APPLIED SOIL ECOLOGY,,,English,Article,,,,,,nitrogen-fixing trees; Acacia caven; nodulation; legume trees; hydrogenase; Uruguay,HYDROGEN EVOLUTION; NITROGEN-FIXATION; RHIZOBIUM; LEGUMINOSAE; SPECIFICITY; SYMBIOSIS; ECONOMY; STRAINS; SOIL; HOST,"The leguminous Acacia caven, Erythrina crista-galli, Enterolobium contortisiliquum, Prosopis affinis and P. nigra nodulated with rhizobial strains isolated from other legume trees; therefore they were considered to be promiscuous (poorly specific) for nodulation. Sesbania punicea and Parapiptadenia rigida did not nodulate with the different strains, indicating a significant specificity for nodulation. A. caven was promiscuous for nodulation and nodulated with both fast- and slow-growing strains of rhizobia and our data suggest that the most efficient strains would be fast-growing rhizobia. A. caven was specific for effectivity since the amount of N-2 which was fixed markedly depended on the strain. The relative efficiency (RE) of 6 out of the 11 strains used was higher than 0.80, suggesting they had an active uptake hydrogenase. Ac5, a strain isolated from A. caven, exhibited the highest N-2-fixing ability and highest NE (nodule efficiency) when inoculated on its host and also had the highest RE. Shoot dry weight and acetylene reducing activity (ARA) were significantly correlated with the amount of N-2 fixed (determined by the total nitrogen difference method); indicating that any of these methods could be used for screening the strains according to their ability to fix N-2. The relative efficiency was not correlated with any of these parameters. (C) 1998 Elsevier Science B.V.","Fac Agron, Montevideo, Uruguay","Frioni, L (reprint author), Fac Agron, Av Garzon 780, Montevideo, Uruguay.",,,,,,,28,11,12,0,11,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0929-1393,,,APPL SOIL ECOL,Appl. Soil Ecol.,MAR,1998,7,3,,,,,239,244,,10.1016/S0929-1393(97)00059-0,,,6,Soil Science,Agriculture,ZE275,WOS:000072775700005,,,,,10/31/19
J,"Visser, S; Maynard, D; Danielson, RM",,,,"Visser, S; Maynard, D; Danielson, RM",,,"Response of ecto- and arbuscular mycorrhizal fungi to clear-cutting and the application of chipped aspen wood in a mixedwood site in Alberta, Canada",APPLIED SOIL ECOLOGY,,,English,Article,,,,,,"clear-cutting; wood chip application; aspen poplar; Ectomycorrhizae, grasses; arbuscular mycorrhizae",CENTRAL ROCKY-MOUNTAINS; JACK PINE STANDS; ECTOMYCORRHIZAL ASSOCIATIONS; DOUGLAS-FIR; VANCOUVER-ISLAND; SOUTHWEST OREGON; FOREST SOILS; SEEDLINGS; ECTENDOMYCORRHIZAL; GROWTH,"Ecto- and arbuscular mycorrhizal (AM) response to clear-cutting and the application of 5 and 10 cm deep layers of chipped aspen wood was determined in a boreal, mixedwood site dominated by aspen poplar (Populus tremuloides), a species which suckers readily following disturbance. Forest floor disturbance was kept to a minimum during and following clear-cutting. One and two years after clear-cutting and wood chip application, aspen roots in uncut, clear-cut, and clear-cut plus application of a 5 cm or 10 cm layer of wood chips were examined for their ectomycorrhizal (EM) status while roots of the grass, Calamagrostis canadensis, were assessed for their AM status. There was extensive mortality of aspen roots during the first 2 years after cutting although many roots persisted for 1 year and small pockets of regenerating roots were detected after 2 years. Percent mycorrhizal colonization of aspen roots was 90-100% in all treatments over the term of the study indicating that the inoculum potential of the EM fungi was maintained for 2 years post-harvest. Cenococcum geophilum, Cortinarius spp., Russula spp. and Tomentella spp. were abundant on roots from all treatments. Clear-cutting and wood chip application did not seem to reduce the regeneration potential of these fungi over the short-term. In addition to the aforementioned genera, Piloderma byssinum occurred frequently in the unharvested plots, Mycelium radicis atrovirens was common in plots which had received 5 cm of wood chips while Hebeloma was abundant in plots spread with 10 cm of wood chips. With the exception of the 10 cm wood chip treatment, the majority of aspen mycorrhizae were formed by fungi which produce microscopic, resupinate or hypogeous fruitbodies rather than large fleshy fruitbodies. AM colonization of C. canadensis roots was inhibited by the application of 10 cm of wood chips but was unaffected by harvesting and the application of 5 cm of wood chips. Short-term effects of clear-cutting and wood chip treatment on the colonizing abilities of EM and AM fungi appeared to be minimal; long-term impacts require further monitoring. (C) 1998 Elsevier Science B.V.","Univ Calgary, Dept Biol Sci, Calgary, AB T2N 1N4, Canada; Canadian Forestry Serv, Pacific Forestry Ctr, Victoria, BC T6H 3S5, Canada","Visser, S (reprint author), Univ Calgary, Dept Biol Sci, Calgary, AB T2N 1N4, Canada.",,,,,,,43,26,26,1,17,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0929-1393,,,APPL SOIL ECOL,Appl. Soil Ecol.,MAR,1998,7,3,,,,,257,269,,10.1016/S0929-1393(97)00060-7,,,13,Soil Science,Agriculture,ZE275,WOS:000072775700007,,,,,10/31/19
J,"Frioni, L; Dodera, R; Malates, D; Irigoyen, I",,,,"Frioni, L; Dodera, R; Malates, D; Irigoyen, I",,,An assessment of nitrogen fixation capability of leguminous trees in Uruguay,APPLIED SOIL ECOLOGY,,,English,Article,,,,,,Rhizobium; N-2-fixing trees; Nodulation; acetylene-reducing activity; Inga uraguensis,LEGUME; GROWTH,"A survey of the nodulating ability of 17 Uruguayan native and subspontaneous tree legumes has added Inga uraguensis to the list of legumes known to fix N-2. Nodulation and N-2 fixation capability of the following species were confirmed: Acacia caven, Calliandra tweediei, Parapiptadenia rigida, Lonchocarpus nitidus, Erythrina crista-galli. Whereas A. caven bore many nodules in all soil types observed, Prosopis nigra and P. affinis were always poorly nodulated. Seedlings of E. crista-galli bore aerial nodules at the base of their stem when grown in waterlogged conditions. The morphology, structure and nitrogenase activity (ARA) of the aerial nodules were similar to root nodules. Nodulation ability of Geoffroea decorticans was not confirmed. The species belonging to the Caesalpinoideae sub-family did not nodulate and were unable to do so even when they were inoculated with a mixture of rhizobia strains, thus confirming previous observations. Nodule morphology was described according to Corby's classification. Anatomical studies showed the presence of spaces in the inner zone of A. caven nodules. E. crista-galli and Enterolobium contortisiliquum nodules exhibited several infected zones, probably related to the coralloid morphology of the nodules. The acetylene-reducing activity of the nodules of the different species was generally low. Rhizobial strains were isolated from the most active nodules for future investigations. (C) 1998 Elsevier Science B.V.","Fac Agron, Dept Microbiol, Montevideo, Uruguay","Frioni, L (reprint author), Fac Agron, Dept Microbiol, Montevideo, Uruguay.",lfrioni@micro.edu.uy,,,,,,41,12,13,0,16,ELSEVIER SCIENCE BV,AMSTERDAM,"PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",0929-1393,,,APPL SOIL ECOL,Appl. Soil Ecol.,MAR,1998,7,3,,,,,271,279,,10.1016/S0929-1393(97)00058-9,,,9,Soil Science,Agriculture,ZE275,WOS:000072775700008,,,,,10/31/19
J,"Kojima, T; Hayatsu, M; Saito, M",,,,"Kojima, T; Hayatsu, M; Saito, M",,,"Intraradical hyphae phosphatase of the arbuscular mycorrhizal fungus, Gigaspora margarita",BIOLOGY AND FERTILITY OF SOILS,,,English,Article,,,,,,mycorrhiza-specific phosphatase; intraradical hyphae; Gigaspora margarita; onion,ULTRASTRUCTURAL-LOCALIZATION; CELL-WALL; ROOTS; METABOLISM; INFECTION; MARIGOLD; ENZYMES; SPORE,"An alkaline phosphatase in the intraradical hyphae of arbuscular mycorrhizal fungi was found to be closely related to an improvement of plant growth. To detect the phosphatase activity in a crude extract of mycorrhizal roots, phosphatase isozymes in mycorrhizal and non-mycorrhizal onion roots were compared with those in Gigaspora margarita by electrophoresis. A mycorrhiza-specific band was found when the phosphatase was stained under alkaline conditions. To clarify the origin of this phosphatase, the phosphatase extracted from intraradical hyphae was also compared with the phosphatase from mycorrhizal roots by electrophoresis. The intraradical hyphae was isolated from mycorrhizal roots by enzyme digestion followed by Percoll gradient centrifugation. The soluble protein was extracted from the hyphae by ultra-sonication after treatment with chitinase. A phosphatase in the hyphal soluble protein showed a similar, but slightly higher, relative mobility on the gel, compared with the mycorrhiza-specific phosphatase from roots. By adding the hyphal extract to the root extract, the relative mobility of the mycorrhiza-specific phosphatase was slightly changed and became identical to that of the phosphatase in the hyphae. This indicated that the specific band of phosphatase found in the crude extract from mycorrhizal roots was of intraradical hyphal origin.","Natl Grassland Res Inst, Nishinasuno, Tochigi 3292793, Japan","Kojima, T (reprint author), Natl Grassland Res Inst, Nishinasuno, Tochigi 3292793, Japan.",,"Saito, Masanori/H-6169-2017; Saito, Masanori/J-4409-2019","Saito, Masanori/0000-0003-4692-9379",,,,26,17,19,0,1,SPRINGER VERLAG,NEW YORK,"175 FIFTH AVE, NEW YORK, NY 10010 USA",0178-2762,,,BIOL FERT SOILS,Biol. Fertil. Soils,MAR,1998,26,4,,,,,331,335,,10.1007/s003740050384,,,5,Soil Science,Agriculture,ZK035,WOS:000073278400008,,,,,10/31/19
J,"Kleidon, A; Heimann, M",,,,"Kleidon, A; Heimann, M",,,A method of determining rooting depth from a terrestrial biosphere model and its impacts on the global water and carbon cycle,GLOBAL CHANGE BIOLOGY,,,English,Article,,,,,,land use change; net primary production; optimization; rooting depth; terrestrial biosphere model; water cycle,CLIMATE CHANGE; SOIL; DEFORESTATION; SIMULATION; SCALE; PLANT,"We outline a method of inferring rooting depth from a Terrestrial Biosphere Model by maximizing the benefit of the vegetation within the model. This corresponds to the evolutionary principle that vegetation has adapted to make best use of its local environment. We demonstrate this method with a simple coupled biosphere/soil hydrology model and find that deep rooted vegetation is predicted in most parts of the tropics. Even with a simple model like the one we use, it is possible to reproduce biome averages of observations fairly well. By using the optimized rooting depths global Annual Net Primary Production (and transpiration) increases substantially compared to a standard rooting depth of one meter, especially in tropical regions that have a dry season. The decreased river discharge due to the enhanced evaporation complies better with observations. We also found that the optimization process is primarily driven by the water deficit/surplus during the dry/wet season for humid and arid regions, respectively. Climate variability further enhances rooting depth estimates. In a sensitivity analysis where we simulate changes in the water use efficiency of the vegetation we find that vegetation with an optimized rooting depth is less vulnerable to variations in the forcing. We see the main application of this method in the modelling communities of land surface schemes of General Circulation Models and of global Terrestrial Biosphere Models. We conclude that in these models, the increased soil water storage is likely to have a significant impact on the simulated climate and the carbon budget, respectively. Also, effects of land use change like tropical deforestation are likely to be larger than previously thought.","Max Planck Inst Meteorol, D-20146 Hamburg, Germany","Kleidon, A (reprint author), Max Planck Inst Meteorol, Bundesstr 55, D-20146 Hamburg, Germany.",,"Kleidon, Axel/O-7843-2014; Heimann, Martin/H-7807-2016","Kleidon, Axel/0000-0002-3798-0730; Heimann, Martin/0000-0001-6296-5113",,,,30,81,82,1,27,BLACKWELL SCIENCE LTD,OXFORD,"P O BOX 88, OSNEY MEAD, OXFORD OX2 0NE, OXON, ENGLAND",1354-1013,,,GLOB CHANGE BIOL,Glob. Change Biol.,MAR,1998,4,3,,,,,275,286,,10.1046/j.1365-2486.1998.00152.x,,,12,Biodiversity Conservation; Ecology; Environmental Sciences,Biodiversity & Conservation; Environmental Sciences & Ecology,ZF050,WOS:000072857700004,,,,,10/31/19
