PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
B,"VANTUINEN, D; DULIEU, H; ZEZE, A; GIANINAZZIPEARSON, V",,"Gianinazzi, S; Schuepp, H",,"VANTUINEN, D; DULIEU, H; ZEZE, A; GIANINAZZIPEARSON, V",,,BIODIVERSITY AND CHARACTERIZATION OF ARBUSCULAR MYCORRHIZAL FUNGI AT THE MOLECULAR-LEVEL,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"VANTUINEN, D (reprint author), INRA,PHYTOPARASITOL LAB,GENET & AMELIORAT PLANTES STN,CNRS,BV 1540,F-21034 DIJON,FRANCE.",,,,,,,0,9,9,0,1,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,13,23,,,,,11,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00002,,,,,10/31/19
B,"HAHN, A; GIANINAZZIPEARSON, V; HOCK, B",,"Gianinazzi, S; Schuepp, H",,"HAHN, A; GIANINAZZIPEARSON, V; HOCK, B",,,CHARACTERIZATION OF ARBUSCULAR MYCORRHIZAL FUNGI BY IMMUNOCHEMICAL METHODS,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"HAHN, A (reprint author), TECH UNIV MUNCHEN WEIHENSTEPHAN,LEHRSTUHL BOT,D-85350 FREISING,GERMANY.",,,,,,,0,6,7,0,0,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,25,39,,,,,15,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00003,,,,,10/31/19
B,"GIOVANNETTI, M; SBRANA, C; CITERNESI, AS; AVIO, L; GOLLOTTE, A; GIANINAZZIPEARSON, V; GIANINAZZI, S",,"Gianinazzi, S; Schuepp, H",,"GIOVANNETTI, M; SBRANA, C; CITERNESI, AS; AVIO, L; GOLLOTTE, A; GIANINAZZIPEARSON, V; GIANINAZZI, S",,,"RECOGNITION AND INFECTION PROCESS, BASIS FOR HOST-SPECIFICITY OF ARBUSCULAR MYCORRHIZAL FUNGI",IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"GIOVANNETTI, M (reprint author), CNR,CTR STUDIO MICROBIOL SUOLO,IST MICROBIOL AGR,VIA BORGHETTO 80,I-56124 PISA,ITALY.",,,,,,,0,10,10,0,5,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,61,72,,,,,12,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00006,,,,,10/31/19
B,"BONFANTE, P",,"Gianinazzi, S; Schuepp, H",,"BONFANTE, P",,,ULTRASTRUCTURAL ANALYSIS REVEALS THE COMPLEX INTERACTIONS BETWEEN ROOT-CELLS AND ARBUSCULAR MYCORRHIZAL FUNGI,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"BONFANTE, P (reprint author), UNIV TURIN,DIPARTIMENTO BIOL VEGETALE,VIALE MATTIOLI 25,I-10124 TURIN,ITALY.",,,,,,,0,9,10,0,0,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,73,87,,,,,15,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00007,,,,,10/31/19
B,"DODD, JC",,"Gianinazzi, S; Schuepp, H",,"DODD, JC",,,APPROACHES TO THE STUDY OF THE EXTRARADICAL MYCELIUM OF ARBUSCULAR MYCORRHIZAL FUNGI,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"DODD, JC (reprint author), INT INST BIOTECHNOL,POB 228,CANTERBURY CT2 7YW,KENT,ENGLAND.",,,,,,,0,27,29,0,1,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,147,166,,,,,20,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00012,,,,,10/31/19
B,"HASELWANDTER, K; LEYVAL, C; SANDERS, FE",,"Gianinazzi, S; Schuepp, H",,"HASELWANDTER, K; LEYVAL, C; SANDERS, FE",,,IMPACT OF ARBUSCULAR MYCORRHIZAL FUNGI ON PLANT UPTAKE OF HEAVY-METALS AND RADIONUCLIDES FROM SOIL,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"HASELWANDTER, K (reprint author), INNSBRUCK UNIV,INST MIKROBIOL,TECHNIKERSTR 25,A-6020 INNSBRUCK,AUSTRIA.",,,,,,,0,31,32,0,3,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,179,189,,,,,11,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00014,,,,,10/31/19
B,"HOOKER, JE; JAIZMEVEGA, M; ATKINSON, D",,"Gianinazzi, S; Schuepp, H",,"HOOKER, JE; JAIZMEVEGA, M; ATKINSON, D",,,BIOCONTROL OF PLANT-PATHOGENS USING ARBUSCULAR MYCORRHIZAL FUNGI,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"HOOKER, JE (reprint author), SAC,DEPT LAND RESOURCES,SOIL BIOL UNIT,MILL CRAIBSTONE,ABERDEEN AB2 9TQ,SCOTLAND.",,"Hooker, John/A-9561-2011",,,,,0,81,87,0,11,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,191,200,,,,,10,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00015,,,,,10/31/19
B,"PUPPI, G; AZCON, R; HOFLICH, G",,"Gianinazzi, S; Schuepp, H",,"PUPPI, G; AZCON, R; HOFLICH, G",,,MANAGEMENT OF POSITIVE INTERACTIONS OF ARBUSCULAR MYCORRHIZAL FUNGI WITH ESSENTIAL GROUPS OF SOIL-MICROORGANISMS,IMPACT OF ARBUSCULAR MYCORRHIZAS ON SUSTAINABLE AGRICULTURE AND NATURAL ECOSYSTEMS,ADVANCES IN LIFE SCIENCES,,English,Proceedings Paper,Meeting on Impact of Arbuscular Mycorrhizas on Sustainable Agriculture and Natural Ecosystems,"SEP 29-OCT 02, 1993","EINSIEDELN, SWITZERLAND",,,,,,,"PUPPI, G (reprint author), UNIV ROMA LA SAPIENZA,DIPARTIMENTO BIOL VEGETALE,I-00185 ROME,ITALY.",,"Azcon, Rosario/H-5240-2015","Azcon, Rosario/0000-0003-4568-4090",,,,0,34,36,0,1,BIRKHAUSER VERLAG,BASEL,"PO BOX 133, CH-4010 BASEL, SWITZERLAND",,,3-7643-5000-8,ADV LIF SCI,,,1994,,,,,,,201,215,,,,,15,Agronomy; Ecology; Mycology,Agriculture; Environmental Sciences & Ecology; Mycology,BB08X,WOS:A1994BB08X00016,,,,,10/31/19
B,"ENTRY, JA; VANCE, NC; HAMILTON, MA; ZABOWSKI, D",,"Gee, GW; Wing, NR",,"ENTRY, JA; VANCE, NC; HAMILTON, MA; ZABOWSKI, D",,,INSITU REMEDIATION OF SOIL CONTAMINATED WITH LOW CONCENTRATIONS OF RADIONUCLIDES,"IN SITU REMEDIATION: SCIENTIFIC BASIS FOR CURRENT AND FUTURE TECHNOLOGIES, PTS 1 AND 2",,,English,Proceedings Paper,33rd Hanford Symposium on Health and the Environment - In-Situ Remediation: Scientific Basis for Current and Future Technologies,"NOV 07-11, 1994","PASCO, WA","US DOE, HANFORD SITE, BATTELLE PACIFIC NW LABS, WESTINGHOUSE HANFORD CO, BECHTEL HANFORD INCORP, US NUCL REGULATORY COMMISS",,PLANT UPTAKE; CS-137; SR-90; MYCORRHIZAE; ORGANIC MATTER,,,"AUBURN UNIV,DEPT AGRON & SOILS,AUBURN,AL 36849",,,,,,,,0,0,0,0,0,BATTELLE PRESS,COLUMBUS,"505 KING AVE, COLUMBUS, OH 43201",,,0-935470-85-9,,,,1994,,,,,,,1055,1066,,,,,12,"Biotechnology & Applied Microbiology; Engineering, Environmental; Environmental Sciences; Nuclear Science & Technology",Biotechnology & Applied Microbiology; Engineering; Environmental Sciences & Ecology; Nuclear Science & Technology,BC88V,WOS:A1994BC88V00056,,,,,10/31/19
J,"OLIVIERI, I; FRANK, SA",,,,"OLIVIERI, I; FRANK, SA",,,THE EVOLUTION OF NODULATION IN RHIZOBIUM - ALTRUISM IN THE RHIZOSPHERE,JOURNAL OF HEREDITY,,,English,Note,,,,,,,,"In this note, we suggest that kin-selection could be the main selective force maintaining nodulation and nitrogen fixation in Rhizobium bacteria. Our model stresses how the self-sacrificing individuals that form nodules gain by increasing the Row of root exudates to their relatives in a more or less continuous rhizospheric population.","UNIV CALIF IRVINE,DEPT ECOL & EVOLUTIONARY BIOL,IRVINE,CA 92717","OLIVIERI, I (reprint author), INRA MONTPELLIER,DOMAINE MELGUEIL,F-34130 MAUGUIO,FRANCE.",,"Olivieri, Isabelle/E-5872-2016","Frank, Steven/0000-0001-7348-7794",,,,8,26,28,0,6,OXFORD UNIV PRESS INC,CARY,"JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513",0022-1503,,,J HERED,J. Hered.,JAN-FEB,1994,85,1,,,,,46,47,,,,,2,Evolutionary Biology; Genetics & Heredity,Evolutionary Biology; Genetics & Heredity,MV870,WOS:A1994MV87000010,,,,,10/31/19
S,"VESTERGARD, B",,"MacElroy, RD; Mitchell, CA; Andre, M; Blackwell, CC; Tibbitts, TW; Banin, A; Levine, JS",,"VESTERGARD, B",,,ESTABLISHING AND MAINTAINING SPECIFIC PATHOGEN-FREE (SPF) CONDITIONS IN AQUEOUS-SOLUTIONS USING OZONE,LIFE SCIENCES AND SPACE RESEARCH XXV (3): NATURAL AND ARTIFICIAL ECOSYSTEMS,ADVANCES IN SPACE RESEARCH,,English,Article; Proceedings Paper,Topical Meeting of the COSPAR-Interdisciplinary-Scientific-Commission F of the COSPAR 29th Plenary Meeting,"AUG 28-SEP 05, 1992","WASHINGTON, DC","COMM SPACE RES, INT ACAD ASTRONAUT, NASA, INT URSIGRAM & WORLD DAYS SERV, SCI COMM SOLAR TERRESTRIAL PHYS",,,,"The paper discusses the use of ozone in space applications for the elimination of pathogens, and the enhancement of the oxidation potential of ozone using hydrogen peroxide and ultraviolet radiation. These combinations will be possible to set up in space conditions. The sterilizing effect versus free radical generation is an important equilibrium to establish when specific pathogen free conditions are wanted in aqueous solutions containing organic matter. In situ sterilization of plant roots in hydroponic systems, as well as the oxidation of root exudates, will be discussed. The paper will contain examples of the chemical interaction of ozone with some of the other compounds found in hydroponic systems.",,"VESTERGARD, B (reprint author), BV HYDRO SYST,HOHOLMVEJ 5,DK-2630 TASTRUP,DENMARK.",,,,,,,5,2,2,0,0,PERGAMON PRESS LTD,OXFORD,"THE BOULEVARD LANGFORD LANE KIDLINGTON, OXFORD, ENGLAND OX5 1GB",0273-1177,,0-08-042488-0,ADV SPACE RES,,,1994,14,11,,,,,387,393,,10.1016/0273-1177(94)90326-3,,,7,"Engineering, Aerospace; Astronomy & Astrophysics; Ecology; Environmental Sciences; Geosciences, Multidisciplinary; Meteorology & Atmospheric Sciences",Engineering; Astronomy & Astrophysics; Environmental Sciences & Ecology; Geology; Meteorology & Atmospheric Sciences,BA56F,WOS:A1994BA56F00051,11540210,,,,10/31/19
J,"MONZ, CA; HUNT, HW; REEVES, FB; ELLIOTT, ET",,,,"MONZ, CA; HUNT, HW; REEVES, FB; ELLIOTT, ET",,,THE RESPONSE OF MYCORRHIZAL COLONIZATION TO ELEVATED CO2 AND CLIMATE-CHANGE IN PASCOPYRUM-SMITHII AND BOUTELOUA-GRACILIS,PLANT AND SOIL,,,English,Article; Proceedings Paper,"Workshop on Belowground Responses to Rising Atmospheric CO2 - Implications for Plants, Soil Biota, and Ecosystem Processes","MAY 29-JUN 02, 1993","UNIV MICHIGAN BIOL STN, PELLSTON, MI",,UNIV MICHIGAN BIOL STN,BOUTELOUA GRACILIS; CLIMATE CHANGE; ELEVATED CO2; PASCOPYRUM SMITHII; VA MYCORRHIZA,ECOSYSTEMS; GROWTH; C-3,"Large intact soil cores of nearly pure stands of Pascopyrum smithii (western wheatgrass, C-3) and Bouteloua gracilis (blue grama, C-4) were extracted from the Central Plains Experimental Range in northeastern Colorado, USA and transferred to controlled environment chambers. Cores were exposed to a variety of water, temperature and CO2 regimes for a total of four annual growth cycles. Root subsamples were harvested after the completion of the second and fourth growth cycles at a time corresponding to late winter, and were examined microscopically for the presence of mycorrhizae. After two growth cycles in the growth chambers, 54% of the root length was colonized in P smithii, compared to 35% in blue grama. Field control plants had significantly lower colonization. Elevation of CO2 increased mycorrhizal colonization in B. gracilis by 46% but had no effect in P. smithii. Temperatures 4 degrees C higher than normal decreased colonization in P. smithii by 15%. Increased annual precipitation decreased colonization in both species. Simulated climate change conditions of elevated CO2, elevated temperature and lowered precipitation decreased colonization in P. smithii but had less effect on B. gracilis. After four growth cycles in P. smithii, trends of treatments remained similar, but overall colonization rate decreased.","COLORADO STATE UNIV,NAT RESOURCE ECOL LAB,FT COLLINS,CO 80523; COLORADO STATE UNIV,DEPT SCI,FT COLLINS,CO 80523; COLORADO STATE UNIV,DEPT BIOL,FT COLLINS,CO 80523",,,,,,,,25,71,76,1,30,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1994,165,1,,,,,75,80,,10.1007/BF00009964,,,6,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,PZ671,WOS:A1994PZ67100008,,,,,10/31/19
J,"MARSCHNER, H; ROMHELD, V",,,,"MARSCHNER, H; ROMHELD, V",,,STRATEGIES OF PLANTS FOR ACQUISITION OF IRON,PLANT AND SOIL,,,English,Article; Proceedings Paper,7th International Symposium on Iron Nutrition in Soils and Plants,"JUN 27-JUL 02, 1993","ZARAGOZA, SPAIN",,,IRON; PHYTOSIDEROPHORES; ROOT APOPLASM; ROOT EXUDATES; SIDEROPHORES; STANDARD REDUCTASE,ACID-FAMILY PHYTOSIDEROPHORES; PLASMA-MEMBRANE VESICLES; LIME-INDUCED CHLOROSIS; FE-STRESS-RESPONSE; DEFICIENCY STRESS; MUGINEIC ACID; MICROBIAL SIDEROPHORES; CALCAREOUS SOILS; SOLUTION BICARBONATE; ESCULENTUM MILL,"Two different types of root response to Fe deficiency (strategies) have been identified in species of the Plant Kingdom. In Strategy I which occurs in all plant species except grasses, a plasma membrane-bound reductase is induced with enhanced net excretion of protons. Often the release of reductants/chelators is also higher. In Strategy II which is confined to grasses, there is an increase in the biosynthesis and secretion of phytosiderophores which form chelates with Fe-III. Uptake of Fe-III phytosiderophores is mediated by a specific transporter in the plasma membrane of root cells of grasses. From results based mainly on long-term studies under non-axenic conditions this classification into two strategies has been questioned, and the utilization of Fe from microbial siderophores has been considered as an alternative strategy particularly in grasses. Possible reasons for controversial results are discussed in some detail. The numerous effects of microorganisms in non-axenic cultures, and the as yet inadequate characterization of the so-called standard (basic) reductase present major limitations to understanding different mechanisms of Fe acquisition. In comparison with the progress made in identifying the cellular mechanisms of root responses in Strategy I and Strategy II plants, our understanding is poor concerning the processes taking place in the apoplasm of root rhizodermal cells and of the role of low-molecular-weight root exudates and siderophores in Fe acquisition of plants growing in soils of differing Fe availability.",,"MARSCHNER, H (reprint author), UNIV HOHENHEIM,INST PFLANZENERNAHRUNG 330,D-70593 STUTTGART,GERMANY.",,,,,,,80,350,380,2,74,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,,1994,165,2,,,,,261,274,,10.1007/BF00008069,,,14,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,QC018,WOS:A1994QC01800011,,,,,10/31/19
J,"IKEDA, J",,,,"IKEDA, J",,,THE EFFECT OF SHORT-TERM WITHDRAWAL OF NACL STRESS ON NODULATION OF WHITE CLOVER,PLANT AND SOIL,,,English,Article,,,,,,NACL STRESS; NODULATION; RHIZOBIUM LEGUMINOSARUM; ROOT HAIR CURLING; WHITE CLOVER,NITROGEN-FIXATION; SALINITY; GROWTH; INFECTION; RHIZOBIA,"The number df nodules formed by white clover (Trifolium repens L.) released from NaCl stress for 3 days (137 mol m(-3)) at different periods was examined. The NaCl stress-free periods were, 0 to 3 days prior to rhizobial inoculation, 0 to 3, 3 to 6, and 6 to 9 days after rhizobial inoculation. Plants not subjected to NaCl stress at 0 to 3 days after inoculation had 28.7 nodules per plant (74% of control), while plants continuously stressed had 5.2 nodules (13% of control). A NaCl stress-free period immediately after inoculation was the best among the stressed treatments, indicating that the early stage of nodulation was more sensitive than the later stages. Microscopic observation showed that imposing NaCl stress during the first 3 days after inoculation suppressed root hair curling to 9.1%; of control, while the numbers of rhizobia attached to roots counted by dilution plates were not affected. Thus, there were no significant effects of NaCl stress on rhizobia. The sensitivity of the early stage of infection to NaCl stress was attributed to the inhibition of root hair curling.",,"IKEDA, J (reprint author), TOHOKU NATL AGR EXPTL STN,DEPT CROP BREEDING,SHIMO KURIYAGAWA,MORIOKA,IWATE 02001,JAPAN.",,,,,,,14,11,12,1,4,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,JAN,1994,158,1,,,,,23,27,,10.1007/BF00007913,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,MX422,WOS:A1994MX42200003,,,,,10/31/19
J,"DEVINE, TE; KUYKENDALL, LD",,,,"DEVINE, TE; KUYKENDALL, LD",,,"GENETIC ALLELISM AND LINKAGE TESTS OF A SOYBEAN GENE, RFG1, CONTROLLING NODULATION WITH RHIZOBIUM-FREDII STRAIN USDA-205",PLANT AND SOIL,,,English,Article,,,,,,FAST-GROWING RHIZOBIA; GENETICS; NITROGEN FIXATION; SOYBEAN; SYMBIOSIS,GROWING RHIZOBIA; SP-NOV; JAPONICUM; RESISTANCE; RJ4,"A soybean gene, Rfg1, controlling nodulation with strain USDA 205, the type strain for the fast-growing species Rhizobium fredii, was tested for allelism with the Rj4 gene. The Rj4 gene conditions ineffective nodulation primarily with certain strains of the slow-growing soybean microsymbiont, Bradyrhizobium elkanii. The F2 seeds of the cross of the cultivars Peking, carrying the alleles rfg1, Rj4, i (controlling inhibition of seed coat color) and W1 (controlling flower color), and Kent, carrying the alleles Rfg1, rj4, i-i and w1, were evaluated for nodulation response with strain USDA 205 by planting surface disinfested seeds in sterilized vermiculite in growth trays and inoculating with a stationary phase broth culture of strain USDA 205 at planting. Plants were classified for nodulation response visually after four weeks growth and transplanted to the field for F3 seed production. Flower color, purple (W1) vs white (w1), was determined in the held. The allele present at the i locus was determined by classification of F3 seed coat color. The F3 seeds were planted in growth trays and inoculated with strain USDA 61 of Bradyrhizobium elkanii to determine the genotype for the Rj4 locus. The Rfg1 and Rj4 genes were determined to be located at separate loci. Chi-square analysis for linkage indicated that Rfg1 segregated independently of the Rj4, I and W1 loci.","USDA ARS,BELTSVILLE AGR RES CTR W,INST PLANT SCI,SOYBEAN & ALFALFA RES LAB,BELTSVILLE,MD 20705","DEVINE, TE (reprint author), USDA ARS,BELTSVILLE AGR RES CTR W,PLANT MOLEC BIOL LAB,BELTSVILLE,MD 20705, USA.",,,,,,,30,6,7,0,1,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,JAN,1994,158,1,,,,,47,51,,10.1007/BF00007916,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,MX422,WOS:A1994MX42200006,,,,,10/31/19
J,"GRIFFIOEN, WAJ; IETSWAART, JH; ERNST, WHO",,,,"GRIFFIOEN, WAJ; IETSWAART, JH; ERNST, WHO",,,MYCORRHIZAL INFECTION OF AN AGROSTIS-CAPILLARIS POPULATION ON A COPPER CONTAMINATED SOIL,PLANT AND SOIL,,,English,Article,,,,,,AGROSTIS CAPILLARIS; COPPER TOLERANCE; MINE SOILS; VESICULAR-ARBUSCULAR MYCORRHIZA; ZINC,VESICULAR-ARBUSCULAR MYCORRHIZAS; METAL TOLERANCE; ZINC TOLERANCE; PLANTS; ROOTS; BETULA; FUNGI; ACQUISITION; PHOSPHORUS; GRASSLAND,"To investigate the possible natural development of heavy metal tolerance in VA-mycorrhizal fungi, plants of Agrostis capillaris from an uncontaminated, a copper-contaminated and a zinc/cadmium-contaminated area were examined for VA-mycorrhizal infection. During a period of 5 years (1987 to 1991) the plants of the copper-tolerant population were hardly infected, whereas the population on the uncontaminated soil showed a mean infection of nearly 60% and the zinc/cadmium-tolerant population of 40%. A detailed analysis of the surroundings of the copper-enriched site revealed the presence of VA-mycorrhizal fungi and a negative correlation between the infection rate of A. capillaris and the copper content of the soil. In contrast to the copper-contaminated soil, the abundant presence of VA-mycorrhizal fungi in the area contaminated by zinc and cadmium indicates that these fungi have evolved a zinc and cadmium tolerance and that they may play a role in the zinc and cadmium tolerance of A. capillaris.",,"GRIFFIOEN, WAJ (reprint author), FREE UNIV AMSTERDAM,FAC BIOL,DEPT ECOL & ECOTOXICOL,DE BOELELAAN 1087,1081 HV AMSTERDAM,NETHERLANDS.",,,,,,,41,46,58,0,7,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,JAN,1994,158,1,,,,,83,89,,10.1007/BF00007920,,,7,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,MX422,WOS:A1994MX42200010,,,,,10/31/19
J,"NAZIH, N; WEAVER, RW",,,,"NAZIH, N; WEAVER, RW",,,NUMBER OF RHIZOBIA AND DELAYED INOCULATION INFLUENCE NODULATION OF CLOVERS,PLANT AND SOIL,,,English,Note,,,,,,CLOVER; INOCULATION; NITROGEN FIXATION; NODULATION; RHIZOBIA; TRIFOLIUM,ARROWLEAF CLOVER,"The relationship between numbers of rhizobia and nodulation response of legumes is of considerable practical importance. Experiments were done under controlled conditions to determine the influence of numbers of Rhizobium leguminosarum biovar. trifolii on nodulation of arrowleaf clover (Trifolium vesiculosum Savi.) and crimson clover (T. incarnatum L.). Numbers of rhizobia in excess of 1000 per seed did not substantially increase earliness of nodulation or total number of nodules formed on the taproot. Nodules, however, were formed nearer the top of the taproot as numbers of rhizobia increased to 100,000 per seed. Delayed inoculation experiments indicated that nodulation sites for these clovers only remained susceptible to infection for less than 1 day. Delaying inoculation for 4 days resulted in only a 1 to 2 day delay in nodulation for arrowleaf and crimson clovers respectively and no delay for subterranean clover (T. subterraneum L.). Apparently, larger seedlings nodulated faster.","TEXAS A&M UNIV,DEPT SOIL & CROP SCI,COLL STN,TX 77843; UNIV MOHAMMED BEN ABDELLAH,FAC SCI,MEKNES,MOROCCO",,,,,,,,13,3,4,0,8,KLUWER ACADEMIC PUBL,DORDRECHT,"SPUIBOULEVARD 50, PO BOX 17, 3300 AA DORDRECHT, NETHERLANDS",0032-079X,,,PLANT SOIL,Plant Soil,JAN,1994,158,1,,,,,135,139,,10.1007/BF00007926,,,5,Agronomy; Plant Sciences; Soil Science,Agriculture; Plant Sciences,MX422,WOS:A1994MX42200016,,,,,10/31/19
